Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending)
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,30/06/2016,
005-000000229,1291,5,Department of Agriculture,,,,14/09/2016,
005-000000229,1291,5,Department of Agriculture,,,,31/05/2018,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,N,31/03/2015,30/03/2020,N
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,N,30/06/2015,30/06/2016,N
005-000000229,1291,5,Department of Agriculture,Firm Fixed Price,N,13/09/2013,14/09/2016,N
005-000000229,1291,5,Department of Agriculture,Labor Hours,N,28/06/2012,31/05/2018,N
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,N,31/03/2015,30/03/2020,N
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,N,30/06/2015,30/06/2016,N
005-000000229,1291,5,Department of Agriculture,Firm Fixed Price,N,13/09/2013,14/09/2016,N
005-000000229,1291,5,Department of Agriculture,Labor Hours,N,28/06/2012,31/05/2018,N
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,Firm Fixed Price,N,28/09/2014,31/10/2014,N
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,Firm Fixed Price,N,17/09/2014,23/09/2016,N
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000229,1291,5,Department of Agriculture,,,,,
005-000000232,1293,5,Department of Agriculture,,,,31/12/2014,
005-000000232,1293,5,Department of Agriculture,,,,31/12/2014,
005-000000232,1293,5,Department of Agriculture,,,,31/12/2014,
005-000000232,1293,5,Department of Agriculture,,,,,
005-000000232,1293,5,Department of Agriculture,,,,31/07/2015,
005-000000232,1293,5,Department of Agriculture,,,,30/09/2015,
005-000000232,1293,5,Department of Agriculture,,,,30/09/2015,
005-000000232,1293,5,Department of Agriculture,,,,30/09/2015,
005-000000232,1293,5,Department of Agriculture,,,,,
005-000000232,1293,5,Department of Agriculture,,,,02/06/2016,
005-000000232,1293,5,Department of Agriculture,,,,30/09/2016,
005-000000232,1293,5,Department of Agriculture,,,,15/07/2017,
005-000000232,1293,5,Department of Agriculture,,,,30/09/2015,
005-000000232,1293,5,Department of Agriculture,,,,30/09/2015,
005-000000232,1293,5,Department of Agriculture,,,,31/03/2016,
005-000000232,1293,5,Department of Agriculture,,,,31/05/2019,
005-000000232,1293,5,Department of Agriculture,,,,17/09/2018,
005-000000232,1293,5,Department of Agriculture,,,,31/10/2015,
005-000000232,1293,5,Department of Agriculture,,,,20/02/2015,
005-000000232,1293,5,Department of Agriculture,,,,,
005-000000232,1293,5,Department of Agriculture,,,,30/09/2015,
005-000000232,1293,5,Department of Agriculture,,,,30/09/2015,
005-000000232,1293,5,Department of Agriculture,,,,,
005-000000232,1293,5,Department of Agriculture,,,,29/10/2015,
005-000000232,1293,5,Department of Agriculture,,,,30/09/2015,
005-000000232,1293,5,Department of Agriculture,,,,30/09/2015,
005-000000232,1293,5,Department of Agriculture,,,,30/09/2015,
005-000000232,1293,5,Department of Agriculture,,,,30/09/2015,
005-000000232,1293,5,Department of Agriculture,,,,01/02/2016,
005-000000232,1293,5,Department of Agriculture,,,,30/01/2016,
005-000000232,1293,5,Department of Agriculture,,,,16/06/2016,
005-000000232,1293,5,Department of Agriculture,,,,30/09/2017,
005-000000232,1293,5,Department of Agriculture,,,,,
005-000000232,1293,5,Department of Agriculture,,,,21/04/2016,
005-000000232,1293,5,Department of Agriculture,,,,,
005-000000232,1293,5,Department of Agriculture,,,,,
005-000000232,1293,5,Department of Agriculture,,,,,
005-000000232,1293,5,Department of Agriculture,,,,,
005-000000232,1293,5,Department of Agriculture,,,,,
005-000000232,1293,5,Department of Agriculture,,,,,
005-000000231,1295,5,Department of Agriculture,,,,31/03/2019,
005-000000231,1295,5,Department of Agriculture,,,,,
005-000000231,1295,5,Department of Agriculture,,,,31/07/2016,
005-000000235,1297,5,Department of Agriculture,,,,,
005-000000235,1297,5,Department of Agriculture,,,,,
005-000000235,1297,5,Department of Agriculture,,,,,
005-000000235,1297,5,Department of Agriculture,Firm Fixed Price,Y,15/12/2014,31/12/2016,U
005-000000235,1297,5,Department of Agriculture,Firm Fixed Price,Y,27/05/2014,30/06/2018,U
005-000000235,1297,5,Department of Agriculture,,,,,
005-000000235,1297,5,Department of Agriculture,,,,,
005-000000235,1297,5,Department of Agriculture,,,,,
005-000000235,1297,5,Department of Agriculture,,,,,
005-000000235,1297,5,Department of Agriculture,,,,,
005-000000235,1297,5,Department of Agriculture,,,,,
005-000000235,1297,5,Department of Agriculture,,,,31/03/2016,
005-000000235,1297,5,Department of Agriculture,,,,30/09/2016,
005-000000235,1297,5,Department of Agriculture,,,,30/09/2016,
005-000000235,1297,5,Department of Agriculture,,,,30/09/2016,
005-000000235,1297,5,Department of Agriculture,,,,30/09/2019,
005-000000235,1297,5,Department of Agriculture,,,,30/09/2016,
005-000000235,1297,5,Department of Agriculture,,,,,
005-000000235,1297,5,Department of Agriculture,,,,08/11/2018,
005-000000235,1297,5,Department of Agriculture,,,,,
005-000000235,1297,5,Department of Agriculture,,,,07/02/2017,
005-000000235,1297,5,Department of Agriculture,,,,31/03/2017,
005-000000235,1297,5,Department of Agriculture,,,,,
005-000000235,1297,5,Department of Agriculture,,,,,
018-000000094,1299,18,Department of Education,,,,,
005-000000186,1301,5,Department of Agriculture,,,,,
005-000000186,1301,5,Department of Agriculture,,,,,
018-000000093,1303,18,Department of Education,,,,,
018-000000093,1303,18,Department of Education,,,,,
018-000000091,1305,18,Department of Education,,,,06/03/2018,
018-000000091,1305,18,Department of Education,,,,26/09/2017,
018-000000091,1305,18,Department of Education,,,,05/02/2023,
018-000000091,1305,18,Department of Education,,,,06/03/2018,
018-000000091,1305,18,Department of Education,,,,06/03/2018,
021-000001000,1307,21,Department of Transportation,,,,,
021-000001000,1307,21,Department of Transportation,,,,,
009-000325767,1313,9,Department of Health and Human Services,,,,,
009-000325767,1313,9,Department of Health and Human Services,,,,,
009-000325767,1313,9,Department of Health and Human Services,,N,12/02/2016,,N
009-000325768,1315,9,Department of Health and Human Services,,,,,
009-000325768,1315,9,Department of Health and Human Services,,,,,
009-000325771,1317,9,Department of Health and Human Services,Labor Hours,N,25/09/2014,29/03/2019,N
009-000325771,1317,9,Department of Health and Human Services,,N,17/11/2015,15/12/2016,N
009-000325771,1317,9,Department of Health and Human Services,,N,30/11/2015,15/03/2017,N
009-000325771,1317,9,Department of Health and Human Services,,N,27/11/2015,27/11/2016,N
009-000325772,1319,9,Department of Health and Human Services,,,,30/06/2014,
009-000325772,1319,9,Department of Health and Human Services,,,,27/03/2016,
009-000325772,1319,9,Department of Health and Human Services,,,,29/09/2014,
009-000325772,1319,9,Department of Health and Human Services,,,,05/08/2017,
009-000325772,1319,9,Department of Health and Human Services,Firm Fixed Price,N,05/08/2010,28/09/2018,N
009-000325772,1319,9,Department of Health and Human Services,,,,20/03/2015,
009-000325773,1321,9,Department of Health and Human Services,,,,01/05/2016,
009-000325773,1321,9,Department of Health and Human Services,,,,30/04/2016,
009-000325773,1321,9,Department of Health and Human Services,,,,31/12/2015,
009-000325773,1321,9,Department of Health and Human Services,,,,,
009-000325773,1321,9,Department of Health and Human Services,,,,21/09/2017,
009-000325773,1321,9,Department of Health and Human Services,,,,16/09/2013,
009-000325773,1321,9,Department of Health and Human Services,,,,30/04/2018,
009-000325773,1321,9,Department of Health and Human Services,,,,,
009-000325773,1321,9,Department of Health and Human Services,,,,17/02/2016,
021-488119819,1325,21,Department of Transportation,,,,,
018-000000095,1329,18,Department of Education,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,N,17/06/2013,28/05/2015,U
015-000000285,1331,15,Department of the Treasury,Cost Plus Fixed Fee,N,29/08/2013,31/12/2013,U
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,N,13/08/2013,30/04/2014,U
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,09/08/2013,16/07/2014,U
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,01/07/2013,12/07/2014,U
015-000000285,1331,15,Department of the Treasury,Order Dependent (IDV only),Y,28/12/2012,01/01/1970,U
015-000000285,1331,15,Department of the Treasury,Order Dependent (IDV only),Y,21/05/2013,01/01/1970,U
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,21/05/2013,31/03/2014,U
015-000000285,1331,15,Department of the Treasury,Cost Plus Fixed Fee,N,29/08/2013,24/08/2014,U
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Cost Plus Fixed Fee,Y,18/09/2013,17/09/2014,U
015-000000285,1331,15,Department of the Treasury,Cost Plus Fixed Fee,Y,27/08/2013,26/08/2013,U
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,30/09/2013,29/09/2014,U
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,28/08/2013,29/04/2014,U
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,N,17/06/2013,28/05/2015,U
015-000000285,1331,15,Department of the Treasury,Cost Plus Fixed Fee,N,29/08/2013,31/12/2013,U
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,N,25/02/2014,30/04/2014,U
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,27/09/2013,26/09/2014,U
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,09/08/2013,16/07/2014,U
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,01/07/2013,12/07/2014,U
015-000000285,1331,15,Department of the Treasury,Order Dependent (IDV only),Y,27/12/2013,01/01/1970,U
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,21/05/2013,31/03/2014,U
015-000000285,1331,15,Department of the Treasury,Cost Plus Fixed Fee,N,29/08/2013,24/08/2014,U
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,,10/01/2013,15/01/2014,U
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Order Dependent (IDV only),Y,15/01/2014,01/01/1970,U
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,18/02/2014,29/10/2014,U
015-000000285,1331,15,Department of the Treasury,Cost Plus Fixed Fee,Y,25/02/2014,26/08/2014,U
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,30/09/2013,29/09/2014,U
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,28/08/2013,29/04/2014,U
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,05/12/2013,23/09/2014,U
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,17/07/2013,01/01/1970,U
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,Y,01/11/2013,27/09/2014,U
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,N,14/04/2014,14/04/2016,N
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,N,30/04/2012,28/04/2015,N
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,N,12/07/2013,11/07/2016,N
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,N,01/06/2015,15/09/2015,N
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,N,30/09/2013,30/09/2015,N
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,N,29/09/2014,28/09/2015,N
015-000000285,1331,15,Department of the Treasury,,N,22/04/2015,28/04/2018,N
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,N,15/09/2014,14/09/2016,N
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,,,,,
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,N,10/01/2013,15/01/2014,N
015-000000285,1331,15,Department of the Treasury,Firm Fixed Price,N,24/12/2014,26/12/2016,N
015-000000285,1331,15,Department of the Treasury,,,,,
028-000001005,1333,28,Small Business Administration,,,,,
028-000001005,1333,28,Small Business Administration,,,,,
028-000001005,1333,28,Small Business Administration,,,,,
009-000323611,1341,9,Department of Health and Human Services,,,,,
009-000323611,1341,9,Department of Health and Human Services,,,,,
018-000000089,1347,18,Department of Education,,,,,
006-000804100,1353,6,Department of Commerce,,,,28/02/2020,
006-000804100,1353,6,Department of Commerce,,,,28/02/2020,
006-000402200,1355,6,Department of Commerce,,,,,
006-000402200,1355,6,Department of Commerce,,,,,
006-000402200,1355,6,Department of Commerce,,,,,
006-000402200,1355,6,Department of Commerce,,,,,
006-000402200,1355,6,Department of Commerce,,,,,
006-000402200,1355,6,Department of Commerce,,,,,
006-000402200,1355,6,Department of Commerce,,,,18/09/2017,
006-000402200,1355,6,Department of Commerce,,,,23/09/2022,
006-000402200,1355,6,Department of Commerce,,,,,
006-000402200,1355,6,Department of Commerce,,,,,
006-000402200,1355,6,Department of Commerce,,,,,
006-000402200,1355,6,Department of Commerce,,,,,
006-000402200,1355,6,Department of Commerce,,,,,
006-000402200,1355,6,Department of Commerce,,,,,
006-000402200,1355,6,Department of Commerce,,,,,
006-000402100,1357,6,Department of Commerce,,,,,
006-000402100,1357,6,Department of Commerce,,,,,
006-000402100,1357,6,Department of Commerce,,,,,
006-000402100,1357,6,Department of Commerce,,,,,
393-000000200,1359,393,National Archives and Records Administration,,,,26/09/2017,
393-000000200,1359,393,National Archives and Records Administration,,,,24/06/2016,
393-000000200,1359,393,National Archives and Records Administration,,,,30/06/2019,
393-000000200,1359,393,National Archives and Records Administration,,,,25/09/2019,
393-000000200,1359,393,National Archives and Records Administration,,N,01/07/2015,30/06/2016,N
393-000000100,1361,393,National Archives and Records Administration,,,,26/09/2021,
393-000000100,1361,393,National Archives and Records Administration,,,,25/09/2018,
393-000000100,1361,393,National Archives and Records Administration,,,,25/09/2018,
393-000000100,1361,393,National Archives and Records Administration,,,,31/12/2019,
393-000000150,1363,393,National Archives and Records Administration,,,,,
393-000000150,1363,393,National Archives and Records Administration,,,,16/09/2018,
393-000000150,1363,393,National Archives and Records Administration,,,,20/02/2022,
393-000000150,1363,393,National Archives and Records Administration,,,,31/12/2017,
009-000327971,1367,9,Department of Health and Human Services,,,,,
009-000327971,1367,9,Department of Health and Human Services,,,,,
009-000327971,1367,9,Department of Health and Human Services,,,,,
009-000327971,1367,9,Department of Health and Human Services,,,,,
009-000327971,1367,9,Department of Health and Human Services,,,,,
009-000327971,1367,9,Department of Health and Human Services,,,,22/07/2014,
009-000327971,1367,9,Department of Health and Human Services,,,,26/06/2014,
009-000327971,1367,9,Department of Health and Human Services,,,,25/07/2013,
009-000327971,1367,9,Department of Health and Human Services,,,,,
009-000327971,1367,9,Department of Health and Human Services,,,,15/08/2013,
009-000327971,1367,9,Department of Health and Human Services,,,,,
009-000327971,1367,9,Department of Health and Human Services,,,,,
009-000327971,1367,9,Department of Health and Human Services,,,,,
009-000327971,1367,9,Department of Health and Human Services,,,,,
009-000327971,1367,9,Department of Health and Human Services,,,,,
009-000327971,1367,9,Department of Health and Human Services,,,,,
009-000327971,1367,9,Department of Health and Human Services,,,,,
009-000006580,1369,9,Department of Health and Human Services,,,,,
009-000006580,1369,9,Department of Health and Human Services,,,,29/08/2017,
009-000006580,1369,9,Department of Health and Human Services,,,,,
009-000006580,1369,9,Department of Health and Human Services,,,,29/08/2017,
009-000006580,1369,9,Department of Health and Human Services,,,,29/08/2017,
009-000006580,1369,9,Department of Health and Human Services,,,,,
009-000006580,1369,9,Department of Health and Human Services,,,,,
009-000006580,1369,9,Department of Health and Human Services,,,,,
009-000006580,1369,9,Department of Health and Human Services,,,,,
006-000804300,1371,6,Department of Commerce,,,,20/08/2016,
006-000804300,1371,6,Department of Commerce,,,,28/02/2020,
006-000804300,1371,6,Department of Commerce,,,,28/02/2020,
006-000804300,1371,6,Department of Commerce,,,,28/02/2020,
006-000804300,1371,6,Department of Commerce,,,,31/10/2016,
006-000804300,1371,6,Department of Commerce,,,,06/04/2019,
006-000804300,1371,6,Department of Commerce,,,,30/07/2018,
006-000804300,1371,6,Department of Commerce,,,,31/01/2017,
006-000804300,1371,6,Department of Commerce,,,,31/03/2019,
006-000804300,1371,6,Department of Commerce,,,,30/04/2016,
023-000000013,1379,23,General Services Administration,,,,,
023-000000019,1383,23,General Services Administration,,,,27/05/2018,
023-000000019,1383,23,General Services Administration,,,,14/05/2019,
020-000020210,1387,20,Environmental Protection Agency,,,,,
007-000000040,1389,7,Department of Defense,,,,31/10/2012,
007-000000040,1389,7,Department of Defense,,,,29/09/2014,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,15/09/2013,
007-000000040,1389,7,Department of Defense,,,,27/09/2017,
007-000000040,1389,7,Department of Defense,,,,29/09/2013,
007-000000040,1389,7,Department of Defense,,,,30/09/2013,
007-000000040,1389,7,Department of Defense,,,,09/01/2014,
007-000000040,1389,7,Department of Defense,,,,25/03/2013,
007-000000040,1389,7,Department of Defense,,,,31/10/2014,
007-000000040,1389,7,Department of Defense,,,,29/09/2013,
007-000000040,1389,7,Department of Defense,,,,31/05/2013,
007-000000040,1389,7,Department of Defense,,,,31/05/2013,
007-000000040,1389,7,Department of Defense,,,,29/09/2013,
007-000000040,1389,7,Department of Defense,,,,06/06/2016,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,31/08/2015,
007-000000040,1389,7,Department of Defense,,,,31/08/2015,
007-000000040,1389,7,Department of Defense,,,,31/08/2015,
007-000000040,1389,7,Department of Defense,,,,28/03/2014,
007-000000040,1389,7,Department of Defense,,,,30/09/2014,
007-000000040,1389,7,Department of Defense,,,,16/09/2015,
007-000000040,1389,7,Department of Defense,,,,20/12/2012,
007-000000040,1389,7,Department of Defense,,,,30/10/2012,
007-000000040,1389,7,Department of Defense,,,,28/09/2014,
007-000000040,1389,7,Department of Defense,,,,23/09/2015,
007-000000040,1389,7,Department of Defense,,,,09/01/2014,
007-000000040,1389,7,Department of Defense,,,,31/10/2012,
007-000000040,1389,7,Department of Defense,,,,29/09/2014,
007-000000040,1389,7,Department of Defense,,,,20/04/2013,
007-000000040,1389,7,Department of Defense,,,,28/09/2013,
007-000000040,1389,7,Department of Defense,,,,11/10/2012,
007-000000040,1389,7,Department of Defense,,,,06/05/2015,
007-000000040,1389,7,Department of Defense,,,,18/01/2013,
007-000000040,1389,7,Department of Defense,,,,05/09/2015,
007-000000040,1389,7,Department of Defense,,,,29/09/2014,
007-000000040,1389,7,Department of Defense,,,,14/04/2016,
007-000000040,1389,7,Department of Defense,,,,23/09/2016,
007-000000040,1389,7,Department of Defense,,,,29/09/2014,
007-000000040,1389,7,Department of Defense,,,,29/09/2014,
007-000000040,1389,7,Department of Defense,,,,31/10/2015,
007-000000040,1389,7,Department of Defense,,,,29/09/2016,
007-000000040,1389,7,Department of Defense,,,,29/09/2016,
007-000000040,1389,7,Department of Defense,,,,19/09/2013,
007-000000040,1389,7,Department of Defense,,,,26/03/2013,
007-000000040,1389,7,Department of Defense,,,,27/09/2013,
007-000000040,1389,7,Department of Defense,,,,29/09/2014,
007-000000040,1389,7,Department of Defense,,,,26/09/2013,
007-000000040,1389,7,Department of Defense,,,,29/03/2016,
007-000000040,1389,7,Department of Defense,,,,29/09/2014,
007-000000040,1389,7,Department of Defense,,,,16/10/2013,
007-000000040,1389,7,Department of Defense,,,,05/10/2013,
007-000000040,1389,7,Department of Defense,,,,29/09/2014,
007-000000040,1389,7,Department of Defense,,,,29/09/2014,
007-000000040,1389,7,Department of Defense,,,,29/09/2016,
007-000000040,1389,7,Department of Defense,,,,28/09/2014,
007-000000040,1389,7,Department of Defense,,,,06/09/2014,
007-000000040,1389,7,Department of Defense,,,,29/09/2014,
007-000000040,1389,7,Department of Defense,,,,29/10/2013,
007-000000040,1389,7,Department of Defense,,,,30/10/2013,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,11/11/2013,
007-000000040,1389,7,Department of Defense,,,,30/09/2013,
007-000000040,1389,7,Department of Defense,,,,24/10/2013,
007-000000040,1389,7,Department of Defense,,,,15/01/2014,
007-000000040,1389,7,Department of Defense,,,,18/04/2014,
007-000000040,1389,7,Department of Defense,,,,30/09/2014,
007-000000040,1389,7,Department of Defense,,,,30/09/2014,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,30/10/2013,
007-000000040,1389,7,Department of Defense,,,,30/09/2014,
007-000000040,1389,7,Department of Defense,,,,30/09/2014,
007-000000040,1389,7,Department of Defense,,,,10/10/2013,
007-000000040,1389,7,Department of Defense,,,,30/10/2013,
007-000000040,1389,7,Department of Defense,,,,30/09/2014,
007-000000040,1389,7,Department of Defense,,,,30/09/2014,
007-000000040,1389,7,Department of Defense,,,,19/03/2014,
007-000000040,1389,7,Department of Defense,,,,25/03/2014,
007-000000040,1389,7,Department of Defense,,,,30/09/2013,
007-000000040,1389,7,Department of Defense,,,,31/10/2012,
007-000000040,1389,7,Department of Defense,,,,24/01/2016,
007-000000040,1389,7,Department of Defense,,,,30/06/2014,
007-000000040,1389,7,Department of Defense,,,,09/03/2016,
007-000000040,1389,7,Department of Defense,,,,26/07/2013,
007-000000040,1389,7,Department of Defense,,,,31/10/2012,
007-000000040,1389,7,Department of Defense,,,,31/01/2014,
007-000000040,1389,7,Department of Defense,,,,30/07/2011,
007-000000040,1389,7,Department of Defense,,,,24/10/2012,
007-000000040,1389,7,Department of Defense,,,,27/10/2012,
007-000000040,1389,7,Department of Defense,,,,09/11/2012,
007-000000040,1389,7,Department of Defense,,,,31/10/2012,
007-000000040,1389,7,Department of Defense,,,,19/09/2013,
007-000000040,1389,7,Department of Defense,,,,26/10/2012,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,13/09/2013,
007-000000040,1389,7,Department of Defense,,,,,
007-000000040,1389,7,Department of Defense,,,,06/12/2015,
007-000000040,1389,7,Department of Defense,,,,30/03/2013,
007-000000533,1393,7,Department of Defense,,,,,
